
lat	long	region	rank	rate
34.5837326049805	-88.1495513916016	alabama	31	5.7
34.8988571166992	-88.1094436645508	alabama	31	5.7
34.9045906066895	-88.1323699951172	alabama	31	5.7
34.9504280090332	-88.166748046875	alabama	31	5.7
34.996265411377	-88.1896591186523	alabama	31	5.7
35.0134506225586	-88.1839370727539	alabama	31	5.7
35.0134506225586	-87.989128112793	alabama	31	5.7
35.0077209472656	-87.6052474975586	alabama	31	5.7
35.0019912719727	-87.2270965576172	alabama	31	5.7
35.0019912719727	-87.2041702270508	alabama	31	5.7
34.996265411377	-86.8260269165039	alabama	31	5.7
34.9905319213867	-86.7801895141602	alabama	31	5.7
34.9905319213867	-86.3103637695312	alabama	31	5.7
34.9848022460938	-85.8519973754883	alabama	31	5.7
34.9790725708008	-85.6113510131836	alabama	31	5.7
34.8415641784668	-85.5884399414062	alabama	31	5.7
34.6181106567383	-85.5426025390625	alabama	31	5.7
34.5837326049805	-85.5254058837891	alabama	31	5.7
34.2628746032715	-85.4681167602539	alabama	31	5.7
34.0795288085938	-85.4280090332031	alabama	31	5.7
33.9592094421387	-85.4050903320312	alabama	31	5.7
33.907642364502	-85.3936309814453	alabama	31	5.7
33.6612701416016	-85.3477935791016	alabama	31	5.7
33.4951095581055	-85.3134155273438	alabama	31	5.7
33.4320907592773	-85.2962265014648	alabama	31	5.7
33.1169624328613	-85.2446594238281	alabama	31	5.7
33.1054992675781	-85.2389297485352	alabama	31	5.7
32.8705902099609	-85.1930923461914	alabama	31	5.7
32.8591270446777	-85.1930923461914	alabama	31	5.7
32.8419418334961	-85.1701812744141	alabama	31	5.7
32.7903747558594	-85.1472549438477	alabama	31	5.7
32.7674560546875	-85.1300735473633	alabama	31	5.7
32.7502670288086	-85.1300735473633	alabama	31	5.7
32.733081817627	-85.1243438720703	alabama	31	5.7
32.67578125	-85.1014175415039	alabama	31	5.7
32.6356735229492	-85.1014175415039	alabama	31	5.7
32.6070289611816	-85.0670394897461	alabama	31	5.7
32.5554618835449	-85.0498580932617	alabama	31	5.7
32.5268173217773	-85.0097503662109	alabama	31	5.7
32.4981651306152	-84.9868316650391	alabama	31	5.7
32.4695167541504	-84.992561340332	alabama	31	5.7
32.4236831665039	-84.9753723144531	alabama	31	5.7
32.3778457641602	-84.9810943603516	alabama	31	5.7
32.3377380371094	-85.004020690918	alabama	31	5.7
32.3090896606445	-84.9753723144531	alabama	31	5.7
32.2804412841797	-84.9238052368164	alabama	31	5.7
32.2517929077148	-84.9008865356445	alabama	31	5.7
32.2346076965332	-84.9295349121094	alabama	31	5.7
32.228874206543	-84.9524536132812	alabama	31	5.7
32.2002258300781	-84.9696426391602	alabama	31	5.7
32.1830368041992	-84.992561340332	alabama	31	5.7
32.1601181030273	-85.0498580932617	alabama	31	5.7
32.1200141906738	-85.0613098144531	alabama	31	5.7
32.1028251647949	-85.0613098144531	alabama	31	5.7
32.085636138916	-85.0613098144531	alabama	31	5.7
32.0627174377441	-85.0613098144531	alabama	31	5.7
32.0283432006836	-85.0613098144531	alabama	31	5.7
31.9939613342285	-85.0613098144531	alabama	31	5.7
31.9595851898193	-85.0785064697266	alabama	31	5.7
31.9366664886475	-85.1071472167969	alabama	31	5.7
31.8679141998291	-85.1415252685547	alabama	31	5.7
31.7876968383789	-85.1358032226562	alabama	31	5.7
31.7762393951416	-85.1358032226562	alabama	31	5.7
31.7304019927979	-85.1300735473633	alabama	31	5.7
31.6845645904541	-85.1186065673828	alabama	31	5.7
31.6158123016357	-85.0785064697266	alabama	31	5.7
31.5585174560547	-85.0613098144531	alabama	31	5.7
31.5241374969482	-85.0613098144531	alabama	31	5.7
31.4783000946045	-85.0842361450195	alabama	31	5.7
31.4439239501953	-85.0842361450195	alabama	31	5.7
31.4095478057861	-85.0956954956055	alabama	31	5.7
31.3407917022705	-85.0956954956055	alabama	31	5.7
31.3006839752197	-85.1014175415039	alabama	31	5.7
31.2834949493408	-85.1243438720703	alabama	31	5.7
31.254846572876	-85.1243438720703	alabama	31	5.7
31.1918201446533	-85.1128768920898	alabama	31	5.7
31.174633026123	-85.1128768920898	alabama	31	5.7
31.1402568817139	-85.0899658203125	alabama	31	5.7
31.1116065979004	-85.0441284179688	alabama	31	5.7
31.0944194793701	-85.0383987426758	alabama	31	5.7
31.0772304534912	-85.0326690673828	alabama	31	5.7
31.0371246337891	-85.0326690673828	alabama	31	5.7
31.0027484893799	-85.0154800415039	alabama	31	5.7
30.9970169067383	-85.0154800415039	alabama	31	5.7
31.0084743499756	-85.4967651367188	alabama	31	5.7
31.0084743499756	-85.5196762084961	alabama	31	5.7
31.0084743499756	-86.0467987060547	alabama	31	5.7
31.0084743499756	-86.2014999389648	alabama	31	5.7
31.0084743499756	-86.3905715942383	alabama	31	5.7
31.0084743499756	-86.705696105957	alabama	31	5.7
31.0084743499756	-86.7973709106445	alabama	31	5.7
31.0084743499756	-87.1812591552734	alabama	31	5.7
31.0084743499756	-87.6052474975586	alabama	31	5.7
30.9569110870361	-87.6052474975586	alabama	31	5.7
30.9339923858643	-87.610969543457	alabama	31	5.7
30.8996162414551	-87.6338958740234	alabama	31	5.7
30.8766975402832	-87.6396255493164	alabama	31	5.7
30.8595085144043	-87.6338958740234	alabama	31	5.7
30.8423175811768	-87.610969543457	alabama	31	5.7
30.7735633850098	-87.5479507446289	alabama	31	5.7
30.721996307373	-87.4906539916992	alabama	31	5.7
30.7105388641357	-87.4620056152344	alabama	31	5.7
30.6990776062012	-87.4505462646484	alabama	31	5.7
30.6761589050293	-87.4218978881836	alabama	31	5.7
30.6475124359131	-87.4104385375977	alabama	31	5.7
30.6188640594482	-87.4104385375977	alabama	31	5.7
30.5844879150391	-87.4333572387695	alabama	31	5.7
30.5443801879883	-87.4620056152344	alabama	31	5.7
30.527193069458	-87.4677352905273	alabama	31	5.7
30.5100040435791	-87.4620056152344	alabama	31	5.7
30.4928131103516	-87.44482421875	alabama	31	5.7
30.4584369659424	-87.3989868164062	alabama	31	5.7
30.4469795227051	-87.3932571411133	alabama	31	5.7
30.4297866821289	-87.4047164916992	alabama	31	5.7
30.4297866821289	-87.4218978881836	alabama	31	5.7
30.4240608215332	-87.439094543457	alabama	31	5.7
30.4183292388916	-87.439094543457	alabama	31	5.7
30.4011421203613	-87.4505462646484	alabama	31	5.7
30.3896808624268	-87.4620056152344	alabama	31	5.7
35.0191802978516	-114.637390136719	arizona	38	6.2
35.1051216125488	-114.643127441406	arizona	38	6.2
35.1223106384277	-114.603019714355	arizona	38	6.2
35.1796112060547	-114.574363708496	arizona	38	6.2
35.2369041442871	-114.585830688477	arizona	38	6.2
35.2827415466309	-114.597282409668	arizona	38	6.2
35.3572273254395	-114.608741760254	arizona	38	6.2
35.4087905883789	-114.625938415527	arizona	38	6.2
35.4546279907227	-114.666046142578	arizona	38	6.2
35.5004653930664	-114.660308837891	arizona	38	6.2
35.5405731201172	-114.666046142578	arizona	38	6.2
35.6093292236328	-114.671775817871	arizona	38	6.2
35.6666221618652	-114.683235168457	arizona	38	6.2
35.712459564209	-114.700416564941	arizona	38	6.2
35.7926750183105	-114.700416564941	arizona	38	6.2
35.8843460083008	-114.688957214355	arizona	38	6.2
35.9129943847656	-114.711875915527	arizona	38	6.2
35.9588317871094	-114.734802246094	arizona	38	6.2
36.0161285400391	-114.734802246094	arizona	38	6.2
36.0619659423828	-114.757713317871	arizona	38	6.2
36.1078033447266	-114.734802246094	arizona	38	6.2
36.1192588806152	-114.700416564941	arizona	38	6.2
36.1421775817871	-114.643127441406	arizona	38	6.2
36.153636932373	-114.557182312012	arizona	38	6.2
36.1364479064941	-114.488426208496	arizona	38	6.2
36.1364479064941	-114.396751403809	arizona	38	6.2
36.1135292053223	-114.327995300293	arizona	38	6.2
36.0447769165039	-114.310813903809	arizona	38	6.2
36.0275840759277	-114.264976501465	arizona	38	6.2
36.021858215332	-114.201942443848	arizona	38	6.2
36.0390472412109	-114.13892364502	arizona	38	6.2
36.0963401794434	-114.116004943848	arizona	38	6.2
36.1364479064941	-114.08162689209	arizona	38	6.2
36.2109336853027	-114.052978515625	arizona	38	6.2
36.8411865234375	-114.047248840332	arizona	38	6.2
36.9958839416504	-114.041519165039	arizona	38	6.2
36.9958839416504	-113.823799133301	arizona	38	6.2
37.0016136169434	-113.537322998047	arizona	38	6.2
37.0016136169434	-113.279487609863	arizona	38	6.2
37.0016136169434	-113.004470825195	arizona	38	6.2
36.9958839416504	-112.907066345215	arizona	38	6.2
37.0016136169434	-112.729446411133	arizona	38	6.2
36.9958839416504	-112.540374755859	arizona	38	6.2
36.9958839416504	-112.414321899414	arizona	38	6.2
36.9958839416504	-112.208053588867	arizona	38	6.2
37.0016136169434	-111.950225830078	arizona	38	6.2
37.0016136169434	-111.686668395996	arizona	38	6.2
37.0016136169434	-111.411643981934	arizona	38	6.2
37.0016136169434	-111.319969177246	arizona	38	6.2
36.9958839416504	-111.25121307373	arizona	38	6.2
36.9958839416504	-111.125160217285	arizona	38	6.2
37.0016136169434	-110.844413757324	arizona	38	6.2
36.9958839416504	-110.75846862793	arizona	38	6.2
36.9958839416504	-110.683990478516	arizona	38	6.2
36.9958839416504	-110.546478271484	arizona	38	6.2
37.0016136169434	-110.30583190918	arizona	38	6.2
37.0016136169434	-110.088104248047	arizona	38	6.2
37.0016136169434	-110.00789642334	arizona	38	6.2
36.9958839416504	-109.933410644531	arizona	38	6.2
36.9958839416504	-109.715682983398	arizona	38	6.2
36.9958839416504	-109.41202545166	arizona	38	6.2
36.9958839416504	-109.148460388184	arizona	38	6.2
36.9958839416504	-109.039596557617	arizona	38	6.2
35.9989395141602	-109.04532623291	arizona	38	6.2
34.9504280090332	-109.051063537598	arizona	38	6.2
34.5722732543945	-109.051063537598	arizona	38	6.2
33.7758636474609	-109.056785583496	arizona	38	6.2
33.2029037475586	-109.051063537598	arizona	38	6.2
32.7789154052734	-109.056785583496	arizona	38	6.2
32.4236831665039	-109.056785583496	arizona	38	6.2
31.3522510528564	-109.056785583496	arizona	38	6.2
31.3522510528564	-109.234405517578	arizona	38	6.2
31.3465213775635	-109.624015808105	arizona	38	6.2
31.3522510528564	-109.996437072754	arizona	38	6.2
31.3522510528564	-110.351669311523	arizona	38	6.2
31.3522510528564	-110.477722167969	arizona	38	6.2
31.3522510528564	-110.632415771484	arizona	38	6.2
31.3465213775635	-110.987655639648	arizona	38	6.2
31.3579788208008	-111.119430541992	arizona	38	6.2
31.4152774810791	-111.297050476074	arizona	38	6.2
31.4439239501953	-111.388725280762	arizona	38	6.2
31.5184097290039	-111.629364013672	arizona	38	6.2
31.6501884460449	-112.036163330078	arizona	38	6.2
31.7418632507324	-112.32837677002	arizona	38	6.2
31.8392658233643	-112.66641998291	arizona	38	6.2
31.9252090454102	-112.929977416992	arizona	38	6.2
32.0054244995117	-113.187812805176	arizona	38	6.2
32.0569877624512	-113.348236083984	arizona	38	6.2
32.097095489502	-113.468559265137	arizona	38	6.2
32.1887702941895	-113.743583679199	arizona	38	6.2
32.2747116088867	-114.035797119141	arizona	38	6.2
32.3606567382812	-114.316543579102	arizona	38	6.2
32.4809799194336	-114.700416564941	arizona	38	6.2
32.5153541564941	-114.809280395508	arizona	38	6.2
32.5783805847168	-114.797813415527	arizona	38	6.2
32.6700553894043	-114.769172668457	arizona	38	6.2
32.733081817627	-114.734802246094	arizona	38	6.2
32.7445373535156	-114.688957214355	arizona	38	6.2
32.7388076782227	-114.654586791992	arizona	38	6.2
32.7388076782227	-114.59156036377	arizona	38	6.2
32.7617263793945	-114.551452636719	arizona	38	6.2
32.8247528076172	-114.522804260254	arizona	38	6.2
32.8763198852539	-114.47696685791	arizona	38	6.2
32.9336166381836	-114.47696685791	arizona	38	6.2
32.996639251709	-114.482696533203	arizona	38	6.2
33.0424728393555	-114.539993286133	arizona	38	6.2
33.0539360046387	-114.660308837891	arizona	38	6.2
33.0825843811035	-114.700416564941	arizona	38	6.2
33.134147644043	-114.711875915527	arizona	38	6.2
33.2659301757812	-114.688957214355	arizona	38	6.2
33.3117637634277	-114.740524291992	arizona	38	6.2
33.3576011657715	-114.71760559082	arizona	38	6.2
33.4034385681152	-114.729064941406	arizona	38	6.2
33.4320907592773	-114.688957214355	arizona	38	6.2
33.455005645752	-114.648849487305	arizona	38	6.2
33.4836540222168	-114.637390136719	arizona	38	6.2
33.5008430480957	-114.608741760254	arizona	38	6.2
33.5294914245605	-114.62020111084	arizona	38	6.2
33.5466804504395	-114.568641662598	arizona	38	6.2
33.5753288269043	-114.557182312012	arizona	38	6.2
33.6326217651367	-114.528533935547	arizona	38	6.2
33.6956481933594	-114.539993286133	arizona	38	6.2
33.7300262451172	-114.522804260254	arizona	38	6.2
33.7815933227539	-114.539993286133	arizona	38	6.2
33.9248313903809	-114.539993286133	arizona	38	6.2
33.9649391174316	-114.517074584961	arizona	38	6.2
33.9993171691895	-114.454048156738	arizona	38	6.2
34.0165023803711	-114.471237182617	arizona	38	6.2
34.039421081543	-114.448318481445	arizona	38	6.2
34.0795288085938	-114.41967010498	arizona	38	6.2
34.1139068603516	-114.396751403809	arizona	38	6.2
34.1540107727051	-114.299346923828	arizona	38	6.2
34.1998481750488	-114.230598449707	arizona	38	6.2
34.2456855773926	-114.190490722656	arizona	38	6.2
34.2628746032715	-114.133193969727	arizona	38	6.2
34.2972526550293	-114.13892364502	arizona	38	6.2
34.3373603820801	-114.16756439209	arizona	38	6.2
34.4233016967773	-114.287887573242	arizona	38	6.2
34.4691390991211	-114.373832702637	arizona	38	6.2
34.5894622802734	-114.402488708496	arizona	38	6.2
34.6123809814453	-114.41967010498	arizona	38	6.2
34.7097816467285	-114.448318481445	arizona	38	6.2
34.807186126709	-114.574363708496	arizona	38	6.2
34.8358345031738	-114.551452636719	arizona	38	6.2
34.8472938537598	-114.545722961426	arizona	38	6.2
34.8644828796387	-114.568641662598	arizona	38	6.2
34.8874015808105	-114.608741760254	arizona	38	6.2
34.9618835449219	-114.63166809082	arizona	38	6.2
35.0191802978516	-114.637390136719	arizona	38	6.2
33.0367469787598	-94.051025390625	arkansas	28	5.6
33.3003082275391	-94.051025390625	arkansas	28	5.6
33.5753288269043	-94.056755065918	arkansas	28	5.6
33.586784362793	-94.0796661376953	arkansas	28	5.6
33.5982437133789	-94.0911254882812	arkansas	28	5.6
33.5925178527832	-94.1197738647461	arkansas	28	5.6
33.586784362793	-94.1484298706055	arkansas	28	5.6
33.586784362793	-94.1541595458984	arkansas	28	5.6
33.6097030639648	-94.1885375976562	arkansas	28	5.6
33.6154365539551	-94.2057189941406	arkansas	28	5.6
33.6097030639648	-94.2229080200195	arkansas	28	5.6
33.5982437133789	-94.2286376953125	arkansas	28	5.6
33.5753288269043	-94.2400970458984	arkansas	28	5.6
33.586784362793	-94.2630157470703	arkansas	28	5.6
33.586784362793	-94.2802047729492	arkansas	28	5.6
33.5753288269043	-94.2973937988281	arkansas	28	5.6
33.5695991516113	-94.3088531494141	arkansas	28	5.6
33.5753288269043	-94.3661499023438	arkansas	28	5.6
33.5695991516113	-94.4005279541016	arkansas	28	5.6
33.5753288269043	-94.40625	arkansas	28	5.6
33.5982437133789	-94.4234466552734	arkansas	28	5.6
33.5982437133789	-94.4520874023438	arkansas	28	5.6
33.6154365539551	-94.4635543823242	arkansas	28	5.6
33.6326217651367	-94.4750137329102	arkansas	28	5.6
33.6555404663086	-94.4807434082031	arkansas	28	5.6
33.6669998168945	-94.4979248046875	arkansas	28	5.6
33.6784591674805	-94.4921951293945	arkansas	28	5.6
33.9649391174316	-94.4921951293945	arkansas	28	5.6
34.211311340332	-94.4864654541016	arkansas	28	5.6
34.5321655273438	-94.4807434082031	arkansas	28	5.6
34.7498931884766	-94.4692840576172	arkansas	28	5.6
34.9848022460938	-94.4578247070312	arkansas	28	5.6
35.397331237793	-94.4406356811523	arkansas	28	5.6
35.4431686401367	-94.4463577270508	arkansas	28	5.6
35.6551666259766	-94.4807434082031	arkansas	28	5.6
35.7640266418457	-94.503662109375	arkansas	28	5.6
36.1135292053223	-94.5609588623047	arkansas	28	5.6
36.1765556335449	-94.5724105834961	arkansas	28	5.6
36.5088691711426	-94.6239776611328	arkansas	28	5.6
36.5031394958496	-94.0853958129883	arkansas	28	5.6
36.4974136352539	-94.0796661376953	arkansas	28	5.6
36.5031394958496	-93.8905944824219	arkansas	28	5.6
36.4974136352539	-93.873405456543	arkansas	28	5.6
36.5031394958496	-93.598388671875	arkansas	28	5.6
36.4974136352539	-93.5926513671875	arkansas	28	5.6
36.5031394958496	-93.3348236083984	arkansas	28	5.6
36.4974136352539	-93.3233642578125	arkansas	28	5.6
36.5031394958496	-93.3061752319336	arkansas	28	5.6
36.4974136352539	-93.3004455566406	arkansas	28	5.6
36.5031394958496	-92.8478088378906	arkansas	28	5.6
36.5031394958496	-92.8420791625977	arkansas	28	5.6
36.5031394958496	-92.773323059082	arkansas	28	5.6
36.5031394958496	-92.7675933837891	arkansas	28	5.6
36.5031394958496	-92.5498733520508	arkansas	28	5.6
36.4974136352539	-92.1602630615234	arkansas	28	5.6
36.4974136352539	-92.1316146850586	arkansas	28	5.6
36.5031394958496	-91.6732482910156	arkansas	28	5.6
36.4974136352539	-91.4669799804688	arkansas	28	5.6
36.4974136352539	-91.4612503051758	arkansas	28	5.6
36.4974136352539	-91.421142578125	arkansas	28	5.6
36.5031394958496	-91.415412902832	arkansas	28	5.6
36.5031394958496	-91.146125793457	arkansas	28	5.6
36.5031394958496	-90.7908935546875	arkansas	28	5.6
36.5088691711426	-90.5731735229492	arkansas	28	5.6
36.5088691711426	-90.2236633300781	arkansas	28	5.6
36.5031394958496	-90.1720962524414	arkansas	28	5.6
36.474494934082	-90.1377182006836	arkansas	28	5.6
36.4057388305664	-90.1262588500977	arkansas	28	5.6
36.4000091552734	-90.1033401489258	arkansas	28	5.6
36.3885498046875	-90.0689697265625	arkansas	28	5.6
36.3484420776367	-90.0689697265625	arkansas	28	5.6
36.2854156494141	-90.0918807983398	arkansas	28	5.6
36.2739562988281	-90.1205368041992	arkansas	28	5.6
36.2166595458984	-90.1377182006836	arkansas	28	5.6
36.1994743347168	-90.1892852783203	arkansas	28	5.6
36.1765556335449	-90.1892852783203	arkansas	28	5.6
36.1307182312012	-90.2637710571289	arkansas	28	5.6
36.0046691894531	-90.3783645629883	arkansas	28	5.6
36.0046691894531	-90.3840942382812	arkansas	28	5.6
35.9989395141602	-90.2981491088867	arkansas	28	5.6
35.9989395141602	-89.971565246582	arkansas	28	5.6
36.0046691894531	-89.9658279418945	arkansas	28	5.6
36.0046691894531	-89.7939453125	arkansas	28	5.6
36.0046691894531	-89.7538375854492	arkansas	28	5.6
36.0046691894531	-89.7194595336914	arkansas	28	5.6
35.987476348877	-89.7137298583984	arkansas	28	5.6
35.9702911376953	-89.6850814819336	arkansas	28	5.6
35.9473724365234	-89.6564407348633	arkansas	28	5.6
35.9244537353516	-89.6507034301758	arkansas	28	5.6
35.9129943847656	-89.6621704101562	arkansas	28	5.6
35.9072647094727	-89.7080078125	arkansas	28	5.6
35.901538848877	-89.7366485595703	arkansas	28	5.6
35.8786201477051	-89.7366485595703	arkansas	28	5.6
35.8557014465332	-89.7309188842773	arkansas	28	5.6
35.8327827453613	-89.7309188842773	arkansas	28	5.6
35.8213195800781	-89.7423782348633	arkansas	28	5.6
35.8041305541992	-89.7824859619141	arkansas	28	5.6
35.7926750183105	-89.799674987793	arkansas	28	5.6
35.7754859924316	-89.799674987793	arkansas	28	5.6
35.7640266418457	-89.8283233642578	arkansas	28	5.6
35.7468376159668	-89.9085388183594	arkansas	28	5.6
35.7353782653809	-89.9371871948242	arkansas	28	5.6
35.706729888916	-89.9429168701172	arkansas	28	5.6
35.6895408630371	-89.9371871948242	arkansas	28	5.6
35.6666221618652	-89.9142684936523	arkansas	28	5.6
35.6666221618652	-89.8741607666016	arkansas	28	5.6
35.6551666259766	-89.8627014160156	arkansas	28	5.6
35.6437034606934	-89.8684310913086	arkansas	28	5.6
35.5978660583496	-89.8970794677734	arkansas	28	5.6
35.5749473571777	-89.9028091430664	arkansas	28	5.6
35.5520324707031	-89.9085388183594	arkansas	28	5.6
35.534839630127	-89.9085388183594	arkansas	28	5.6
35.5233840942383	-89.9142684936523	arkansas	28	5.6
35.5176544189453	-89.9600982666016	arkansas	28	5.6
35.5176544189453	-89.983024597168	arkansas	28	5.6
35.4947357177734	-89.9944839477539	arkansas	28	5.6
35.4374389648438	-90.0116653442383	arkansas	28	5.6
35.4202499389648	-90.0288619995117	arkansas	28	5.6
35.4087905883789	-90.0460433959961	arkansas	28	5.6
35.4145202636719	-90.0689697265625	arkansas	28	5.6
35.4259834289551	-90.0804214477539	arkansas	28	5.6
35.4718170166016	-90.0861511230469	arkansas	28	5.6
35.4775466918945	-90.0976104736328	arkansas	28	5.6
35.4718170166016	-90.1205368041992	arkansas	28	5.6
35.448902130127	-90.1262588500977	arkansas	28	5.6
35.4374389648438	-90.1377182006836	arkansas	28	5.6
35.4259834289551	-90.16064453125	arkansas	28	5.6
35.4145202636719	-90.1835556030273	arkansas	28	5.6
35.397331237793	-90.1892852783203	arkansas	28	5.6
35.3858757019043	-90.1892852783203	arkansas	28	5.6
35.3686828613281	-90.1663665771484	arkansas	28	5.6
35.3686828613281	-90.1491775512695	arkansas	28	5.6
35.397331237793	-90.1090774536133	arkansas	28	5.6
35.3686828613281	-90.1033401489258	arkansas	28	5.6
35.3629570007324	-90.0918807983398	arkansas	28	5.6
35.3457679748535	-90.0976104736328	arkansas	28	5.6
35.3056564331055	-90.0976104736328	arkansas	28	5.6
35.254093170166	-90.0861511230469	arkansas	28	5.6
35.2197151184082	-90.0689697265625	arkansas	28	5.6
35.1967964172363	-90.057502746582	arkansas	28	5.6
35.1796112060547	-90.0689697265625	arkansas	28	5.6
35.1624183654785	-90.0746994018555	arkansas	28	5.6
35.1395034790039	-90.0632400512695	arkansas	28	5.6
35.1108551025391	-90.0861511230469	arkansas	28	5.6
35.0879364013672	-90.1033401489258	arkansas	28	5.6
35.082202911377	-90.1205368041992	arkansas	28	5.6
35.082202911377	-90.1491775512695	arkansas	28	5.6
35.0879364013672	-90.1778259277344	arkansas	28	5.6
35.082202911377	-90.1950149536133	arkansas	28	5.6
35.0592842102051	-90.2064743041992	arkansas	28	5.6
35.0420989990234	-90.2179336547852	arkansas	28	5.6
35.0363693237305	-90.2580413818359	arkansas	28	5.6
35.0363693237305	-90.2695007324219	arkansas	28	5.6
35.0249099731445	-90.2866897583008	arkansas	28	5.6
34.996265411377	-90.2809600830078	arkansas	28	5.6
34.9618835449219	-90.2637710571289	arkansas	28	5.6
34.944694519043	-90.252311706543	arkansas	28	5.6
34.9332389831543	-90.24658203125	arkansas	28	5.6
34.9217758178711	-90.2580413818359	arkansas	28	5.6
34.8931312561035	-90.2866897583008	arkansas	28	5.6
34.8759384155273	-90.3153381347656	arkansas	28	5.6
34.8587532043457	-90.3497161865234	arkansas	28	5.6
34.8415641784668	-90.4127349853516	arkansas	28	5.6
34.8301048278809	-90.424201965332	arkansas	28	5.6
34.812915802002	-90.429931640625	arkansas	28	5.6
34.7899971008301	-90.429931640625	arkansas	28	5.6
34.7728080749512	-90.4471206665039	arkansas	28	5.6
34.7556190490723	-90.4585723876953	arkansas	28	5.6
34.7556190490723	-90.4757690429688	arkansas	28	5.6
